SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532751,EASUNREYRL  ,B ,Q,4.78,4.90,4.77,4.77,4.77,5.30,11,2375,11463.00,
532754,GMR INFRASTR,A ,Q,15.00,15.10,14.65,15.05,15.05,14.95,1302,1138455,16993659.00,
532755,TECH MAH    ,A ,Q,747.40,752.85,738.65,744.35,744.95,747.40,2412,84806,63147538.00,
532756,MAHINDCIE   ,A ,Q,241.40,241.55,234.00,237.50,236.40,240.60,187,2553,607051.00,
532757,VOLTAMP TRAN,B ,Q,1210.00,1222.95,1205.10,1219.90,1219.90,1223.15,52,190,230699.00,
532759,ATLANTA     ,B ,Q,11.35,12.66,11.35,12.66,12.66,11.51,72,10701,132963.00,
532760,DEEP INDS   ,B ,Q,156.35,158.50,156.30,156.55,156.55,160.10,41,3910,613783.00,
532761,HOV SERVICES,B ,Q,121.65,123.70,120.10,121.40,121.95,122.70,50,1248,151463.00,
532762,ACTION CONST,B ,Q,103.95,105.40,102.95,104.10,104.10,103.80,139,6997,729464.00,
532764,GEECEE      ,B ,Q,117.30,117.30,114.00,114.00,114.00,118.20,4,101,11517.00,
532766,RICHA IND   ,XT,Q,1.36,1.36,1.36,1.36,1.36,1.38,2,106,144.00,
532767,GAYATRI PROJ,B ,Q,168.00,168.05,166.00,166.50,167.00,170.40,18,640,107266.00,
532771,JHS SVEN    ,B ,Q,24.00,26.00,20.90,25.55,25.55,22.00,897,67240,1689319.00,
532772,DCBBANK     ,A ,Q,239.95,239.95,231.80,235.55,236.10,238.20,583,67290,15765470.00,
532773,GLOBAL VECT ,T ,Q,63.00,66.25,63.00,64.00,64.00,63.15,12,1502,95974.00,
532774,INSPIRISYS  ,B ,Q,51.95,51.95,49.55,49.95,50.70,49.45,9,229,11591.00,
532775,GTL INFRAST ,T ,Q,0.79,0.79,0.76,0.76,0.76,0.79,66,262107,202427.00,
532776,SHIVAM AUTO ,B ,Q,32.10,33.00,31.85,32.35,32.10,32.40,60,1100,35548.00,
532777,INFO EDGE   ,A ,Q,2200.00,2246.75,2153.95,2186.45,2186.45,2214.20,965,6300,13838559.00,
532779,TORNT POWER ,A ,Q,242.00,253.25,241.00,251.60,252.55,247.30,650,30689,7630689.00,XD
532780,PARSVNATH   ,B ,Q,3.83,3.83,3.55,3.58,3.56,3.71,32,5855,21327.00,
532782,SUTLEJ TEXT ,B ,Q,31.70,32.90,31.50,31.85,31.50,32.10,16,1490,47464.00,
532783,DAAWAT      ,B ,Q,29.40,29.40,26.90,27.00,27.00,28.40,267,39089,1061997.00,
532784,SOBHA       ,A ,Q,580.00,585.00,567.30,572.40,568.00,580.30,622,11175,6469330.00,
532785,RUCHIRA PAP ,B ,Q,93.60,94.30,90.80,93.75,93.50,94.85,105,6706,624468.00,
532787,ESS DEE ALUM,Z ,Q,7.56,7.56,7.56,7.56,7.56,7.95,1,1,7.00,
532788,XLENERGY    ,T ,Q,0.65,0.65,0.65,0.65,0.65,0.68,2,200,130.00,
532790,TANLA       ,B ,Q,63.10,64.75,61.30,61.45,61.45,64.50,499,74929,4637089.00,
532794,ZEEMEDIA    ,B ,Q,12.79,12.89,12.55,12.78,12.73,12.71,172,49548,629759.00,
532795,SITINET     ,T ,Q,2.79,2.89,2.66,2.79,2.79,2.80,88,33666,90616.00,
532796,LUMAX TECH  ,B ,Q,120.50,120.50,116.25,117.25,116.25,116.90,16,434,50961.00,
532797,AUTOIND     ,B ,Q,46.60,47.55,46.60,47.45,47.55,46.90,4,225,10650.00,
532798,NTWK MED INV,A ,Q,29.55,30.85,28.45,29.95,29.95,29.65,324,36602,1071358.00,
532799,HUBTOWN     ,B ,Q,25.05,25.50,24.05,24.55,24.55,25.10,49,2261,55636.00,
532800,TV18BRDCST  ,A ,Q,27.75,27.90,26.50,27.25,27.15,27.80,945,478290,12884984.00,
532801,CAMBRIDGE   ,B ,Q,40.80,40.80,37.15,39.05,39.05,39.05,5,65,2461.00,
532804,TECHNOCRAFT ,B ,Q,436.60,445.00,434.60,437.60,445.00,438.50,44,217,95230.00,
532805,REDINGTON   ,A ,Q,101.00,103.35,100.70,102.45,102.45,100.95,353,7887,802954.00,
532806,AI CHAMPDNY ,XT,Q,10.93,10.93,9.92,10.93,10.93,10.41,10,193,2055.00,
532807,CINELINE    ,B ,Q,42.95,42.95,41.45,42.80,42.80,42.25,6,304,12839.00,
532808,PGIL        ,B ,Q,167.00,167.00,160.60,162.60,164.00,168.05,29,872,142093.00,
532809,FSL         ,A ,Q,51.50,51.75,51.00,51.40,51.55,51.40,1136,282433,14510024.00,
532810,POWER FINAN ,A ,Q,132.90,133.90,130.60,133.30,133.30,132.00,1944,544882,72029594.00,
532811,AHLUWALIA CO,B ,Q,332.00,338.80,320.00,336.00,336.00,332.00,73,769,254803.00,
532812,TRANSWARRANT,T ,Q,6.84,7.41,6.84,6.84,6.84,7.19,6,625,4503.00,
532813,C & C CONSTR,Z ,Q,6.30,6.50,6.01,6.14,6.43,6.32,34,9846,60347.00,
532814,INDIAN BANK ,A ,Q,265.15,266.65,253.45,259.85,259.50,267.50,1349,141899,36561449.00,
532815,SMS PHARMACE,B ,Q,56.00,57.65,55.70,56.50,57.00,57.65,31,628,35380.00,
532817,ORIENTAL    ,B ,Q,11.85,11.85,11.85,11.85,11.85,11.80,2,2000,23700.00,
532819,MINDTREE LTD,A ,Q,975.45,975.70,969.75,972.10,974.95,975.50,292,10551,10256719.00,
532820,ELAND       ,T ,Q,6.55,6.55,6.55,6.55,6.55,6.89,1,1,6.00,
532822,IDEA        ,A ,Q,12.80,13.03,12.71,12.90,12.90,12.84,1277,2393674,30852579.00,
532826,RAJ TELE    ,Z ,Q,41.55,45.85,41.55,45.85,45.85,43.70,3,401,16665.00,
532827,PAGE INDUSTR,A ,Q,20200.00,20430.00,20007.55,20394.25,20394.25,20348.00,534,2814,56859361.00,
532828,AMD INDUS   ,B ,Q,18.40,19.45,18.40,18.50,18.50,18.30,9,676,12573.00,
532829,LAWRESHWAR  ,X ,Q,23.20,23.50,20.55,21.20,21.50,22.70,26,3555,77932.00,
532830,ASTRAL POLY ,A ,Q,1337.60,1339.00,1303.15,1313.20,1307.55,1341.20,143,605,794783.00,
532832,INDBUL REAL ,A ,Q,112.90,121.90,108.85,119.45,119.45,113.70,14076,1884210,219640578.00,
532834,CAMLINFINE  ,B ,Q,47.35,48.30,46.10,46.30,46.40,48.00,484,27583,1293664.00,
532835,ICRA        ,B ,Q,2951.00,2951.00,2951.00,2951.00,2951.00,2945.10,1,2,5902.00,
532839,DISH TV     ,A ,Q,30.90,30.90,28.80,30.40,30.40,30.20,1602,917960,27394721.00,
532841,SAHYA INDU  ,X ,Q,179.90,179.90,171.25,172.05,171.25,176.80,100,4020,694319.00,
532842,SREE RAYALA ,B ,Q,135.00,137.00,133.10,134.85,136.00,136.85,30,1932,260297.00,
532843,FORTIS      ,A ,Q,130.65,132.55,129.60,131.30,131.30,130.75,232,15293,2006508.00,
532845,TGBHOTELS   ,B ,Q,7.38,7.38,6.43,6.52,6.43,7.83,65,19746,132242.00,
532847,HILTON MET  ,T ,Q,15.00,15.00,15.00,15.00,15.00,15.75,2,260,3900.00,
532848,DELTA CORP  ,A ,Q,193.05,193.05,186.05,187.90,187.90,193.35,1311,91099,17219160.00,
532850,MIC ELECTRON,T ,Q,0.86,0.94,0.86,0.88,0.94,0.90,24,17068,14795.00,
532851,INSECTCID   ,B ,Q,697.10,697.10,676.00,682.90,682.00,685.70,144,1039,709971.00,
532852,MCD HOLDING ,B ,Q,21.70,22.40,21.70,22.40,22.40,21.55,3,110,2422.00,
532853,ASAHI SONG  ,B ,Q,138.05,138.05,136.50,136.50,136.50,140.55,4,31,4241.00,
532854,NITIN FIRE  ,B ,Q,0.91,0.91,0.75,0.78,0.86,0.83,17,9146,7166.00,
532856,TIME TECHNO ,A ,Q,97.40,98.35,94.90,95.60,95.60,95.60,290,26373,2529196.00,
532859,HGSL        ,B ,Q,637.00,643.60,630.00,643.00,643.00,642.00,14,189,119614.00,
532864,NELCAST     ,B ,Q,53.50,54.85,52.80,54.25,54.20,54.05,81,6994,375041.00,
532865,MEGHMANI    ,A ,Q,66.60,66.60,64.20,64.50,64.70,66.45,336,46401,3013343.00,
532867,V2RETAIL    ,B ,Q,223.90,223.90,217.95,219.50,218.10,225.10,81,2418,532107.00,
532868,DLF LIMITED ,A ,Q,184.00,186.55,181.60,184.95,184.10,184.65,2499,417638,77076269.00,
532869,TARMAT      ,B ,Q,36.25,37.00,36.00,36.15,36.50,36.80,15,4175,150952.00,
532870,ANKIT METAL ,T ,Q,0.42,0.42,0.42,0.42,0.42,0.44,2,5935,2492.00,
532871,CELESTIAL   ,B ,Q,4.80,4.80,4.50,4.57,4.59,4.65,11,1129,5144.00,
532872,SUNPHA ADV  ,A ,Q,136.00,137.85,134.65,136.35,136.35,137.45,992,64734,8832921.00,
532873,HOUSING DEV ,A ,Q,18.95,19.60,18.50,19.45,19.45,19.15,588,159687,3038315.00,
532874,SURYACHAKRA ,Z ,Q,0.23,0.23,0.23,0.23,0.23,0.24,4,14510,3337.00,
532875,ALLIED DIGIT,B ,Q,15.85,16.00,15.85,16.00,16.00,15.80,2,1221,19386.00,
532878,ALPA LAB    ,B ,Q,20.80,21.00,20.60,21.00,21.00,20.95,7,476,9887.00,
532879,SIR SHADI LA,XT,Q,38.15,38.15,36.05,36.05,36.05,36.75,8,27,988.00,
532880,OMAXE LTD   ,A ,Q,203.65,203.65,200.95,201.80,200.95,201.65,818,189223,38118725.00,
532884,REFEX       ,T ,Q,85.00,86.80,79.00,79.00,79.00,83.15,198,46396,3843307.00,
532885,CENTRAL BK  ,A ,Q,23.25,23.40,22.60,22.95,22.95,23.40,433,110728,2527771.00,
532886,SEL MANUF   ,B ,Q,0.91,0.97,0.91,0.94,0.94,0.93,8,4300,3947.00,
532888,ASIAN GRANIT,B ,Q,261.60,268.00,261.60,267.20,267.20,262.35,255,20983,5556676.00,
532889,K.P.R. MILL ,A ,Q,630.00,642.15,630.00,637.95,637.00,628.75,147,3246,2074552.00,
532890,TAKE SOLUT  ,A ,Q,135.65,136.45,131.00,132.20,132.20,134.70,270,10025,1334003.00,
532891,PURAVANKARA ,B ,Q,76.25,76.25,75.90,75.95,75.90,76.25,11,558,42368.00,
532892,MOTILALOFS  ,A ,Q,712.15,723.40,698.05,706.90,706.90,715.20,260,2193,1562455.00,
532893,VTM LTD     ,X ,Q,27.30,27.30,26.90,27.00,26.90,27.20,7,303,8250.00,
532894,IWIND ENERGY,B ,Q,4.60,4.60,4.30,4.38,4.30,4.40,11,4051,17773.00,
532895,NAGREKA CAP ,B ,Q,11.49,11.49,10.51,11.00,11.48,11.49,5,178,1991.00,
532896,MAGNUM VENT ,B ,Q,5.50,5.50,4.90,4.92,4.91,5.20,6,250,1226.00,
532898,POWER GRID  ,A ,Q,191.25,194.40,189.80,193.75,193.95,191.00,1188,198403,38252796.00,
532899,KAVERI SEED ,A ,Q,530.25,534.40,507.05,513.25,509.55,533.15,694,27122,14050858.00,
532900,PAISALO     ,B ,Q,358.00,380.00,358.00,379.00,379.00,374.00,42,2268,857836.00,
532904,SUPREME INFR,T ,Q,21.50,21.50,21.50,21.50,21.50,22.20,7,957,20575.00,
532906,MAANALU     ,B ,Q,93.35,93.35,88.10,90.40,90.40,89.20,10,412,37040.00,
532907,ILFSENGG    ,Z ,Q,7.00,7.00,6.56,6.72,6.72,6.90,9,3807,25372.00,
532914,ARCOTECH LTD,T ,Q,3.36,3.37,3.36,3.36,3.36,3.53,20,9650,32426.00,
532915,RELIGARE ENT,B ,Q,25.75,25.75,25.00,25.40,25.60,26.00,117,19236,485874.00,
532916,BARAK VALL  ,T ,Q,16.05,16.75,16.05,16.75,16.75,16.85,3,204,3277.00,
532920,EMPEE DIST  ,Z ,Q,5.57,6.10,5.57,6.00,6.00,5.86,5,61,359.00,
532921,ADANI PORTS ,A ,Q,424.00,426.30,422.85,424.75,424.40,424.50,1047,98951,41998898.00,
532922,EDELWEISS   ,A ,Q,181.20,181.50,177.50,179.80,179.80,181.00,992,53731,9660923.00,
532923,RGL         ,B ,Q,275.00,278.95,275.00,278.95,278.95,289.40,2,69,19006.00,
532924,KOLTEPATIL  ,B ,Q,211.00,213.85,209.75,212.00,212.60,214.05,41,913,194073.00,
532925,KAUSHAL INFR,B ,Q,0.59,0.59,0.59,0.59,0.59,0.59,1,15,8.00,
532926,JYOTHY LAB  ,A ,Q,171.50,171.50,168.05,169.15,168.55,172.20,64,2259,382981.00,
532927,ECLERX      ,A ,Q,909.35,911.00,886.60,898.45,901.65,912.35,222,1540,1382122.00,
532928,TRIL        ,B ,Q,12.01,12.01,11.70,11.84,11.76,12.15,15,995,11781.00,
532929,BRIGADE     ,B ,Q,249.65,250.45,248.30,249.85,248.30,252.45,24,520,129808.00,
532930,BGR ENERGY  ,B ,Q,51.35,51.85,47.90,48.20,48.20,50.65,203,11283,551480.00,
532931,BURNPUR     ,T ,Q,2.21,2.29,2.20,2.29,2.29,2.29,16,15741,35098.00,
532932,MANAKSIA LTD,B ,Q,37.65,38.30,37.15,37.95,38.30,38.40,8,601,22734.00,
532933,PORWAL AUTO ,X ,Q,27.00,27.00,26.20,26.45,26.55,26.85,45,6437,170730.00,
532934,PPAP        ,B ,Q,265.05,265.05,258.05,260.00,259.00,268.00,32,735,191944.00,
532935,ARIES AGRO  ,B ,Q,69.75,70.85,69.05,70.35,69.65,71.35,24,1740,121094.00,
532937,KUANTUM     ,X ,Q,426.00,426.00,396.00,411.45,407.00,414.95,44,922,373710.00,
532939,RPOWER      ,A ,Q,6.01,6.01,5.45,5.64,5.64,6.02,135343,7539721,42471017.00,
532940,J KUMAR INFR,B ,Q,157.90,158.30,153.45,156.70,157.00,158.05,190,7493,1169969.00,
532941,CORDS CABLE ,B ,Q,57.70,57.70,57.70,57.70,57.70,58.00,1,100,5770.00,
532942,KNR CONST   ,A ,Q,290.20,290.90,287.25,289.70,290.90,287.00,142,3039,878636.00,
532944,ONMOBILE    ,B ,Q,31.80,32.95,31.80,32.05,32.00,32.60,17,1305,42336.00,
532945,SHRIRAM EPC ,B ,Q,8.39,8.40,8.00,8.07,8.07,7.86,30,15177,125420.00,
532946,BANG        ,B ,Q,45.00,45.00,41.20,42.35,42.00,44.50,30,2585,110290.00,
532947,IRB INFRA   ,A ,Q,115.55,116.90,107.30,113.00,113.00,116.20,3405,522062,58147080.00,
532951,GSS INFOTECH,B ,Q,114.85,119.10,113.05,114.95,114.95,116.20,375,46820,5398927.00,
532953,V GUARD IND ,A ,Q,239.90,241.75,237.00,241.15,241.00,239.90,239,15640,3745370.00,
532955,RECLTD      ,A ,Q,152.85,155.80,152.00,155.20,155.20,154.00,1176,264150,40779137.00,
532959,GAMMON INFRA,B ,Q,0.46,0.46,0.43,0.43,0.45,0.46,68,145131,63618.00,
532960,IBVENTURES  ,B ,Q,260.95,297.65,253.10,292.85,292.85,261.00,9785,422152,118909721.00,
532966,TITAGARH WAG,B ,Q,64.05,64.05,62.25,62.75,62.75,64.45,192,23156,1457668.00,
532967,KIRI DYES   ,B ,Q,515.55,518.00,507.50,513.95,513.00,520.60,679,16174,8286027.00,
532972,SANKHYA INFO,XT,Q,37.55,37.55,37.55,37.55,37.55,39.50,21,2287,85876.00,
532974,ABML        ,B ,Q,46.45,47.25,45.30,46.40,46.05,46.90,60,6016,277800.00,
532975,AISHWARYA TE,Z ,Q,2.56,2.56,2.56,2.56,2.56,2.69,5,775,1984.00,
532976,JAIBALA IND ,T ,Q,28.05,30.00,28.05,29.95,29.95,29.50,5,3093,86762.00,
532977,BAJAJ AUTO  ,A ,Q,2941.35,2941.35,2901.00,2925.80,2931.70,2949.25,1087,13934,40720384.00,
532978,BAJAJ FINSE ,A ,Q,8205.15,8300.00,8205.15,8283.65,8283.65,8226.25,615,8176,67640062.00,
532979,PIRPHYTO    ,T ,Q,26.80,26.85,26.80,26.85,26.85,27.60,2,175,4690.00,
532980,GOKUL REFOIL,T ,Q,13.81,14.75,13.81,14.57,14.70,14.45,103,44106,639766.00,
532983,RPG LIFESCI ,B ,Q,253.05,257.00,253.00,254.75,254.30,253.00,21,577,146779.00,
532985,KOTAK SENSEX,B ,Q,407.00,407.25,404.50,404.50,404.50,408.00,4,32,12974.00,
532986,NIRAJ CEMENT,X ,Q,14.70,14.70,14.05,14.35,14.05,16.00,8,1101,15772.00,
532987,RANE BRAKE  ,B ,Q,639.00,641.00,624.80,640.25,641.00,638.10,149,1513,960162.00,
532988,RANE ENGVL  ,B ,Q,470.30,470.30,451.55,452.00,452.00,466.80,7,127,58550.00,
532989,BAFNA PHARMA,T ,Q,8.14,8.14,8.14,8.14,8.14,8.56,2,440,3581.00,
532990,METKORE     ,T ,Q,0.57,0.57,0.57,0.57,0.57,0.60,3,1499,854.00,
532992,CHL LTD     ,X ,Q,7.80,7.80,7.36,7.37,7.36,7.70,6,1214,8950.00,
532994,ARCHIDPLY IN,B ,Q,36.00,36.45,35.00,35.55,35.50,36.40,20,263,9277.00,
532997,KSK ENERGY  ,B ,Q,0.87,0.87,0.77,0.81,0.84,0.85,70,188154,154901.00,
533001,SOMI CONVEY ,B ,Q,23.90,23.90,18.65,19.35,19.35,21.60,15,126,2669.00,
533006,BIRLA COTSYN,XT,Q,0.08,0.08,0.08,0.08,0.08,0.08,2,4300,344.00,
533008,OCL IRON&ST ,T ,Q,5.50,5.97,5.41,5.76,5.95,5.69,56,69333,406221.00,
533012,LANDMRK PRO ,B ,Q,3.26,3.26,3.13,3.14,3.15,3.15,5,778,2451.00,
533014,SICAGEN IND ,B ,Q,23.00,23.00,21.75,22.15,22.05,22.70,54,18260,402388.00,
533022,20 MICRONS  ,B ,Q,35.10,38.75,35.10,36.45,36.45,36.75,35,2730,101825.00,
533023,WABCO       ,A ,Q,6124.20,6180.95,6111.05,6156.70,6173.10,6146.60,104,448,2743393.00,
533029,ALKALI      ,B ,Q,45.00,45.00,40.90,41.80,41.80,44.00,5,34,1430.00,
533033,ISGEC       ,B ,Q,465.05,475.35,464.00,468.85,465.00,464.75,156,2183,1025419.00,
533047,INDIAN MET  ,B ,Q,204.70,205.00,196.45,199.20,199.00,204.75,105,2423,485428.00,
533056,VEDAVAAG    ,X ,Q,25.50,25.50,24.35,25.20,25.40,24.30,58,6312,159151.00,
533068,ARROW TEX   ,B ,Q,16.80,16.80,15.70,15.75,15.75,16.00,6,153,2509.00,
533078,MANJEERA    ,X ,Q,64.90,64.90,64.90,64.90,64.90,64.90,1,54,3504.00,
533080,MOLDTKPACK  ,B ,Q,246.00,246.00,239.20,240.90,241.80,246.30,38,499,120066.00,
533088,MAH HOLIDAY ,A ,Q,228.35,234.40,225.95,231.20,234.40,229.00,71,1906,435546.00,
533090,EXCEL       ,T ,Q,0.98,0.98,0.98,0.98,0.98,1.00,1,50,49.00,
533095,BENGLA& ASM ,B ,Q,1640.05,1665.00,1635.00,1661.20,1664.00,1650.00,53,1476,2440752.00,
533096,ADANI POWER ,A ,Q,49.20,49.20,46.80,48.35,48.35,49.15,1937,851172,40844446.00,
533098,NHPC        ,A ,Q,24.75,24.75,24.45,24.65,24.65,24.80,612,180163,4432225.00,
533101,SURYAMBA SP ,X ,Q,65.20,65.20,59.00,59.00,59.00,59.30,6,12,725.00,
533103,JINDALCOTEX ,T ,Q,2.85,2.85,2.85,2.85,2.85,2.99,5,328,934.00,
533104,GLOBUS SPR  ,B ,Q,138.95,138.95,135.80,137.00,136.25,140.30,150,5191,712225.00,
533106,OIL INDIA   ,A ,Q,180.55,180.55,176.00,177.45,177.45,181.35,605,45380,8062150.00,
533107,RNAVAL      ,B ,Q,6.89,6.89,6.22,6.35,6.40,6.52,185,99653,628422.00,
533108,BHILWRA TEC ,X ,Q,6.37,6.75,6.20,6.35,6.35,6.57,24,10427,70086.00,
533110,SH PRECOTED ,X ,Q,0.84,0.84,0.84,0.84,0.84,0.85,1,100,84.00,
533121,EXPLEOSOL   ,B ,Q,446.75,446.75,422.75,426.60,426.50,434.80,75,1017,438036.00,
533122,RTNPOWER    ,B ,Q,2.00,2.13,2.00,2.06,2.05,2.07,182,172971,357366.00,
533137,DEN NETWORK ,B ,Q,52.20,53.00,50.25,50.75,51.00,51.10,69,2775,143722.00,
533138,ASTEC LIFE  ,B ,Q,448.40,453.85,448.00,452.80,453.00,448.15,21,114,51464.00,
533144,COX KINGS   ,A ,Q,76.00,76.00,72.50,74.00,73.75,76.60,465,113361,8371337.00,
533146,DLINK IND   ,B ,Q,85.00,87.00,84.90,86.15,85.85,87.25,42,1652,140869.00,
533148,JSW ENERGY  ,A ,Q,69.85,71.30,69.55,70.70,70.70,70.05,621,46473,3279312.00,
533149,ESSAR SECU  ,X ,Q,1.33,1.33,1.33,1.33,1.33,1.38,2,126,167.00,
533150,GODREJ PROP ,A ,Q,889.00,923.35,889.00,919.40,919.40,889.85,1580,37029,33854666.00,
533151,D B CORP    ,A ,Q,197.05,199.00,196.55,197.55,198.00,197.20,40,391,77222.00,
533152,MBL INFRA   ,B ,Q,7.16,7.55,7.16,7.24,7.45,7.53,85,57522,413883.00,
533155,JUBL FOOD   ,A ,Q,1320.00,1332.50,1301.00,1324.95,1326.20,1333.60,1130,42805,56428330.00,
533156,VASCON ENG  ,B ,Q,13.75,14.10,13.40,13.75,13.75,14.00,162,56919,778130.00,
533157,SYNCOM HEAL ,T ,Q,1.96,1.96,1.78,1.80,1.80,1.87,9,602,1111.00,
533158,THANGAMAYIL ,B ,Q,320.00,324.00,320.00,323.40,324.00,309.10,6,134,43161.00,
533160,D B REALTY  ,B ,Q,14.95,14.95,13.20,13.73,13.68,13.95,194,32527,448205.00,
533161,EMMBI       ,B ,Q,140.20,140.20,140.00,140.00,140.00,143.15,9,200,28007.00,
533162,HATHWAY CAB ,B ,Q,24.85,24.85,23.70,24.40,24.25,24.45,56,5545,134816.00,
533163,ARSS INFRA  ,T ,Q,36.50,38.00,35.80,38.00,38.00,37.00,7,659,23848.00,
533164,TEXMO PIPES ,B ,Q,17.65,19.80,17.65,18.20,18.15,18.35,48,6301,115894.00,
533166,SUNDARAMMUL ,B ,Q,1.80,1.82,1.80,1.81,1.81,1.80,11,15050,27270.00,
533167,CORO ENGG   ,X ,Q,25.00,26.95,25.00,26.95,26.95,26.90,10,1700,45421.00,
533168,ROSSELL IND ,B ,Q,50.80,50.80,48.40,49.10,48.80,48.90,30,459,22610.00,
533169,MAN INFRA   ,B ,Q,31.45,32.00,31.45,31.90,31.90,31.95,18,1790,56909.00,
533170,TAMBOLI CAP ,X ,Q,58.05,61.95,57.00,57.30,57.00,56.50,11,594,34324.00,
533171,UNITED BANK ,B ,Q,10.28,10.35,10.10,10.22,10.22,10.28,105,58462,596516.00,
533176,DQ ENT      ,B ,Q,5.00,5.00,4.47,4.67,4.67,4.96,63,61768,283269.00,
533177,IL&FS TRANS ,Z ,Q,3.50,3.77,3.42,3.46,3.69,3.60,36,36156,125017.00,
533179,PERSISTENT  ,A ,Q,630.75,633.95,620.65,622.85,621.00,630.60,3869,7552,4752905.00,
533181,INTRASOFT   ,T ,Q,121.00,121.00,119.00,119.00,119.00,121.00,4,5200,619200.00,
533189,GOENKA DIAM ,Z ,Q,0.32,0.32,0.32,0.32,0.32,0.33,6,509,162.00,
533192,KCP SUGAR IN,B ,Q,15.85,15.90,15.65,15.75,15.75,16.00,36,5453,85942.00,
533193,KIRLOSKAR EL,B ,Q,14.05,14.50,14.05,14.50,14.50,14.25,9,1400,20250.00,
533200,TALWALKAR   ,B ,Q,45.75,51.70,45.25,51.00,51.00,46.45,1057,261649,12762206.00,
533202,NITESHEST   ,B ,Q,2.75,2.88,2.75,2.88,2.88,2.89,3,1250,3584.00,
533203,TARAPUR TRA ,T ,Q,5.78,5.78,5.78,5.78,5.78,5.52,1,300,1734.00,
533204,MANDHANA    ,T ,Q,3.55,3.55,3.55,3.55,3.55,3.39,5,749,2658.00,
533206,SJVN        ,A ,Q,24.95,25.20,24.95,25.05,25.00,25.05,111,22058,552706.00,
533207,JPINFRATEC  ,B ,Q,1.79,1.79,1.71,1.71,1.71,1.80,69,94598,161781.00,
533208,EMAMI PAPER ,B ,Q,140.00,140.00,135.05,140.00,140.00,140.00,8,152,21159.00,
533210,KRITI NUTRI ,X ,Q,23.00,24.50,22.50,24.40,24.50,23.80,79,10606,251237.00,
533211,PARAB DRUGS ,T ,Q,1.06,1.16,1.06,1.15,1.15,1.11,12,11275,12453.00,
533213,FRONT SEC   ,X ,Q,31.60,31.60,31.60,31.60,31.60,33.25,3,50,1580.00,
533216,TECHNOFAB   ,B ,Q,33.80,33.80,33.75,33.75,33.75,35.50,14,365,12319.00,
533217,HMVL        ,B ,Q,105.00,105.00,97.00,98.00,98.00,104.35,10,269,26520.00,
533218,EMAMIREAL   ,B ,Q,79.00,79.45,75.50,77.30,76.50,82.00,44,1066,83236.00,
533227,ASIAN HTL E ,B ,Q,189.00,199.75,183.10,199.75,199.75,194.90,7,615,116334.00,
533228,BHARATFIN   ,A ,Q,974.75,974.75,911.00,939.15,943.15,989.10,4257,78936,73544761.00,
533229,BAJAJCON    ,A ,Q,328.35,335.10,328.35,333.85,333.60,333.65,45,666,222059.00,
533230,HDFCMFGETF  ,E ,Q,2942.00,2965.00,2930.00,2965.00,2965.00,2964.00,29,733,2157849.00,
533239,PRAKASHSTL  ,B ,Q,0.28,0.28,0.27,0.27,0.27,0.27,9,35601,9963.00,
533248,GPPL        ,A ,Q,83.60,84.20,81.95,82.70,82.85,83.60,205,4847,401539.00,
533252,WELSPUN INV ,B ,Q,160.00,160.00,160.00,160.00,160.00,150.25,1,10,1600.00,
533257,INDOSOLAR   ,T ,Q,1.42,1.48,1.34,1.44,1.44,1.41,55,39585,54589.00,
533259,SASTASUNDR  ,B ,Q,112.50,112.50,112.50,112.50,112.50,113.00,2,104,11700.00,
533260,CAREERP     ,B ,Q,65.25,67.85,65.25,67.85,67.85,66.90,2,125,8416.00,
533261,EROS MEDIA  ,B ,Q,31.60,31.60,31.60,31.60,31.60,33.25,40,4923,155566.00,
533262,RAMKY INFRA ,B ,Q,109.50,109.50,98.75,106.35,106.35,103.30,264,13491,1418530.00,
533263,GREENPOWER  ,T ,Q,4.24,4.24,4.06,4.06,4.06,4.25,16,11441,46544.00,
533265,GALLISPAT   ,B ,Q,37.80,39.80,37.80,39.65,39.50,38.05,8,327,12768.00,
533267,CANTABIL    ,B ,Q,171.00,173.75,163.65,165.65,165.00,177.30,89,19495,3273410.00,
533269,VATECH WABA ,A ,Q,319.95,321.00,316.50,318.90,317.65,319.65,278,2644,842648.00,
533270,BEDMUTHA IN ,B ,Q,16.25,16.25,16.25,16.25,16.25,15.65,1,5,81.00,
533271,ASHOKA      ,A ,Q,138.65,143.60,136.00,142.60,143.00,139.30,411,12274,1732853.00,
533272,CEBBCO      ,B ,Q,18.30,18.95,18.10,18.50,18.50,18.65,14,1755,32576.00,
533273,OBEROI REAL ,A ,Q,532.00,534.05,525.75,527.80,527.80,530.80,650,6095,3225338.00,
533274,PRESTIGE    ,A ,Q,262.35,266.30,260.00,263.40,263.40,262.65,206,5527,1454384.00,
533275,GYSCOAL     ,B ,Q,4.29,4.29,3.54,3.90,3.90,3.85,10,13391,56473.00,
533278,COAL INDIA  ,A ,Q,257.30,258.70,253.70,255.50,255.50,256.90,1211,115553,29531369.00,
533282,GRAVITA     ,B ,Q,66.00,66.10,63.20,64.20,63.60,66.65,84,7510,490939.00,
533284,RPP INFRA   ,B ,Q,129.70,131.90,125.05,131.35,126.00,127.10,56,1180,153534.00,
