SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
514440,BPTEX       ,XT,Q,12.69,12.69,12.69,12.69,12.69,12.69,1,40,507.00,
514442,SRI KPR IND ,X ,Q,20.80,20.80,20.60,20.75,20.60,20.00,2,3000,62200.00,
514448,JYOTI RESINS,X ,Q,151.20,151.20,151.20,151.20,151.20,154.25,2,6,907.00,
514450,MAHA.RUBTECH,X ,Q,38.85,38.85,38.85,38.85,38.85,38.90,2,20,777.00,
514470,WIMSOME TEXT,B ,Q,23.35,25.80,23.25,23.25,23.25,25.00,9,1652,38485.00,
515018,REG.CERAMIC ,T ,Q,2.44,2.56,2.32,2.56,2.56,2.44,8,2279,5636.00,
515030,ASAHI IN.GLA,A ,Q,219.10,221.00,219.10,220.60,220.60,220.20,16,660,145527.00,
515037,MURD.CERAM  ,B ,Q,21.00,21.00,19.90,20.65,20.85,19.70,223,37965,773254.00,
515043,SAINT-GOBAIN,X ,Q,56.95,57.50,54.50,55.60,55.75,57.05,499,53235,2964943.00,
515055,ANANTRAJ    ,B ,Q,30.05,30.60,29.60,29.65,29.65,30.40,110,16500,492986.00,
515059,MADHUS.IND. ,X ,Q,15.45,16.25,15.45,16.25,16.25,16.25,3,375,6033.00,
515085,RESTILE CER.,X ,Q,2.93,2.93,2.57,2.63,2.57,2.55,19,1356,3897.00,
515093,MADHAV MARB.,B ,Q,36.50,37.00,36.50,37.00,37.00,36.70,3,100,3688.00,
515127,RAMASIGNS   ,X ,Q,15.93,15.93,14.85,14.85,14.85,15.30,4,42,667.00,
515145,HIND.NAT.GLS,B ,Q,46.00,47.95,45.00,47.70,47.90,43.80,52,3202,147886.00,
515147,HALDYN GLASS,X ,Q,32.60,33.00,32.40,32.50,32.50,32.65,29,10225,332765.00,
516003,DUROPLY     ,X ,Q,71.00,74.85,64.95,66.65,66.75,70.50,70,17648,1162181.00,
516007,MANGALAM TIM,T ,Q,12.00,12.00,11.20,11.61,11.65,11.78,15,774,9074.00,
516016,SHREYANS IND,B ,Q,149.45,149.45,144.70,146.10,146.10,146.75,10,244,35374.00,
516022,STAR PAPER  ,B ,Q,112.05,112.10,109.05,110.25,110.50,112.40,133,7003,775965.00,
516030,YASH PAPERS ,X ,Q,53.55,54.00,52.25,52.25,52.25,53.90,150,26110,1374065.00,
516064,ARROWGREEN  ,B ,Q,56.80,57.00,53.00,53.00,53.00,53.80,47,1399,78268.00,
516072,VISHNU CHEM ,B ,Q,140.70,147.90,136.15,137.10,137.00,138.00,39,388,54225.00,XD
516078,JUMBO BAG   ,Z ,Q,10.00,10.10,10.00,10.10,10.10,10.50,2,500,5030.00,
516082,N.R.AGARWAL ,B ,Q,241.50,245.20,239.00,239.05,239.05,241.85,17,137,33009.00,
516092,3PLAND      ,T ,Q,9.89,9.89,9.89,9.89,9.89,9.89,1,10,98.00,
516096,SANGAL PAPER,XT,Q,115.15,115.15,105.10,105.50,105.50,109.80,15,567,61804.00,
516106,SH.KARTHIK P,X ,Q,4.66,5.09,4.66,4.66,4.66,4.90,9,304,1417.00,
516108,S.I.PAPER   ,XT,Q,75.50,78.00,75.30,78.00,78.00,77.00,6,785,60562.00,
516110,SCANDENT    ,XT,Q,8.90,8.90,8.90,8.90,8.90,9.35,1,100,890.00,
517015,VINDHYA TELE,B ,Q,1389.30,1389.30,1333.05,1379.00,1385.00,1373.50,93,614,840361.00,
517035,RUTTONSHA IN,X ,Q,46.00,49.95,46.00,48.00,48.00,46.95,18,4153,196346.00,
517041,ADORWELDING ,B ,Q,349.95,350.15,336.55,339.05,337.50,350.00,38,173,59242.00,
517059,SALZER ELEC ,B ,Q,135.95,135.95,129.10,132.10,132.05,133.20,12,606,79345.00,
517063,JETINFOTRAN ,X ,Q,36.10,40.90,36.10,39.30,39.30,38.80,16,597,22599.00,
517080,HIGHGROUND  ,B ,Q,3.60,3.77,3.39,3.39,3.39,3.76,134,23048,81191.00,
517119,PCS TECH    ,X ,Q,6.33,6.33,6.31,6.31,6.31,6.64,8,184,1161.00,
517146,USHA MART.LT,B ,Q,30.25,31.00,30.25,30.55,30.75,30.50,62,13363,407167.00,
517166,SPEL SEMICON,X ,Q,6.50,6.50,6.00,6.27,6.28,6.40,23,4914,30856.00,
517168,SUBROS LTD. ,B ,Q,249.55,251.50,249.45,250.40,250.10,250.60,56,886,221594.00,
517174,HONEYWELL   ,A ,Q,25640.05,25808.55,25500.05,25653.60,25748.55,25767.35,12,61,1564739.00,
517206,LUMAX IND   ,B ,Q,1338.15,1350.00,1322.00,1339.05,1339.05,1344.80,47,127,169062.00,
517214,SPICEMOBI   ,T ,Q,9.10,9.10,9.10,9.10,9.10,9.50,2,167,1519.00,
517236,CALCOM VISIO,X ,Q,22.05,22.90,21.55,22.80,22.80,22.25,9,926,20377.00,
517246,BCC FUBA    ,XT,Q,17.54,18.40,16.66,16.70,16.70,17.53,58,56717,949996.00,
517258,PRECISION EL,XT,Q,30.00,30.10,27.35,30.10,30.10,28.75,12,5340,160593.00,
517271,HBL P SYS   ,B ,Q,23.90,24.40,23.55,24.10,24.20,24.10,134,20837,497560.00,
517288,GUJARATPOLY ,X ,Q,22.35,24.60,22.35,23.85,23.85,23.50,33,2044,46049.00,
517300,GUJ.IND.POW.,B ,Q,74.90,75.00,73.85,74.40,75.00,74.20,74,7377,546799.00,
517330,CMI LTD.    ,B ,Q,122.05,122.05,118.10,120.35,121.00,121.90,35,896,107770.00,
517334,MOTHERSON SS,A ,Q,122.90,125.70,122.10,124.60,124.60,122.35,7808,594289,73984662.00,
517344,MINDTECK (I),B ,Q,50.00,50.10,47.00,47.10,47.00,48.55,48,4081,199171.00,
517354,HAVELLSINDIA,A ,Q,781.30,786.20,778.30,783.30,785.00,781.30,670,20336,15919442.00,
517372,GUJ.INTRUX  ,X ,Q,82.90,82.90,82.90,82.90,82.90,83.00,3,15,1243.00,
517380,IGARSHI MOT ,B ,Q,201.50,208.45,186.40,188.20,186.50,199.05,424,3726,713267.00,
517385,SYMPHONY    ,A ,Q,1280.00,1318.40,1239.05,1248.80,1248.80,1301.65,375,1990,2516661.00,
517415,LEE&NEE SOFT,XT,Q,1.05,1.15,1.05,1.15,1.15,1.10,4,1100,1165.00,
517417,PATEL AIRTEM,X ,Q,91.30,93.00,91.30,93.00,93.00,91.00,7,399,36723.00,
517421,BFLYGANDHI  ,B ,Q,168.80,172.00,165.90,170.75,172.00,172.00,75,1158,196137.00,
517429,ATHENAGLO   ,XT,Q,41.60,42.90,41.60,41.60,41.60,43.75,16,16001,665642.00,
517447,R.S.SOFTWARE,B ,Q,25.90,25.90,25.35,25.45,25.35,25.55,20,2363,60298.00,
517449,MAGNA ELECTR,X ,Q,179.80,179.80,175.10,176.95,175.10,175.10,12,955,168202.00,
517477,ELNET TECH. ,X ,Q,96.25,100.00,96.25,96.50,96.50,96.50,8,290,27968.00,
517494,ACCEL       ,X ,Q,7.71,8.74,7.71,8.59,8.59,8.42,13,2039,16776.00,
517498,WEBELSOLAR  ,B ,Q,31.20,31.20,27.45,27.70,27.70,30.50,314,41331,1169667.00,
517500,ROTO PUMPS  ,X ,Q,147.15,149.95,147.10,149.35,149.35,148.95,112,8282,1226923.00,
517506,TTK PRESTIGE,A ,Q,7038.40,7051.20,7000.10,7010.95,7000.50,7058.85,47,134,941404.00,
517514,DHINDIA     ,X ,Q,18.90,19.80,18.00,19.20,18.90,18.55,25,1351,25434.00,
517518,LEEL        ,T ,Q,7.50,7.64,7.20,7.64,7.64,7.28,64,14347,107965.00,
517522,RAJ GLO WIR ,X ,Q,915.00,929.95,882.00,901.00,899.00,925.25,119,7370,6692367.00,
517530,SURANATP    ,B ,Q,3.76,3.76,3.76,3.76,3.76,4.04,1,1000,3760.00,
517536,ONWARD TECHN,B ,Q,69.80,70.00,67.00,67.50,67.50,68.70,134,14894,1026197.00,
517544,CENTUM ELEC ,B ,Q,507.95,521.00,503.20,518.05,518.05,520.05,31,132,67508.00,
517546,ALFA TRANSFO,X ,Q,21.45,21.45,21.45,21.45,21.45,21.45,1,200,4290.00,
517548,STARLITE COM,X ,Q,12.60,13.95,11.00,13.75,13.70,13.50,75,16420,210669.00,
517554,NHCFOODS    ,X ,Q,6.18,6.18,6.18,6.18,6.18,6.50,2,280,1730.00,
517562,TRIGYN TECH ,B ,Q,67.60,68.00,64.35,65.00,64.80,68.30,199,7165,471885.00,
517569,KEI INDUST. ,A ,Q,465.00,466.00,447.25,455.75,455.00,469.15,1195,20786,9432563.00,
518011,KEERTHI     ,XT,Q,53.50,57.85,53.50,57.85,57.85,56.30,5,113,6519.00,
518029,GUJ.SIDH.CEM,B ,Q,20.15,20.35,20.00,20.30,20.30,20.25,20,3650,73542.00,
518075,SURAJ PRODUC,Z ,Q,19.25,19.25,19.25,19.25,19.25,20.25,2,501,9644.00,
518091,ANJANI PORTL,B ,Q,167.00,170.10,166.00,166.00,166.00,167.15,28,769,129109.00,
519003,MODINATURAL ,X ,Q,61.00,61.00,61.00,61.00,61.00,59.00,2,7,427.00,
519091,TASTY BITE  ,B ,Q,8051.05,8399.00,8051.05,8281.00,8281.00,8200.00,15,31,254627.00,
519097,RITESH INTER,XT,Q,5.98,6.24,5.98,6.24,6.24,5.98,4,1171,7002.00,
519105,AVT NATURAL ,B ,Q,25.45,26.10,25.45,26.05,25.90,25.80,45,6481,167477.00,
519126,HIND.FOODS  ,X ,Q,426.10,434.95,420.10,427.45,431.40,429.15,112,4877,2092918.00,
519136,NAHAR INDUST,B ,Q,35.60,37.35,35.60,36.55,36.65,37.70,9,790,28929.00,
519156,VADILAL IND ,B ,Q,494.40,494.40,480.00,483.15,480.00,501.85,75,391,190078.00,
519183,ADF FOODS LT,B ,Q,291.55,300.00,284.25,293.10,292.30,292.45,130,3147,929088.00,
519216,AJANTA SOYA ,XT,Q,23.50,24.60,23.50,24.60,24.60,23.45,13,832,20242.00,
519224,WILLIAM.MAGO,B ,Q,22.70,24.70,22.70,23.05,23.10,23.65,6,200,4625.00,
519248,JVL AGRO    ,Z ,Q,1.10,1.10,1.10,1.10,1.10,1.15,9,9631,10594.00,
519260,SANWARIA    ,B ,Q,6.66,6.70,6.21,6.26,6.25,6.77,435,178114,1138768.00,
519262,PRIMA AGRO L,XT,Q,11.25,11.25,10.36,10.36,10.36,10.90,4,154,1642.00,
519287,MODERN DAIRI,XT,Q,3.63,4.01,3.63,3.99,3.99,3.82,8,1111,4051.00,
519295,BAMBINO AGRO,X ,Q,164.00,173.00,164.00,170.60,170.60,178.80,6,202,34406.00,
519307,VIKAS WSP   ,XT,Q,13.35,13.90,13.35,13.40,13.50,13.80,222,143082,1929410.00,
519319,JATALIA     ,XT,Q,6.29,6.29,6.29,6.29,6.29,6.62,2,2,12.00,
519359,POONA DAL   ,X ,Q,29.75,30.90,29.75,30.00,30.00,29.75,10,1000,30461.00,
519367,TRANSGL.FOOD,X ,Q,3.25,3.25,3.25,3.25,3.25,3.25,1,100,325.00,
519383,ANIK INDS   ,B ,Q,13.95,13.95,13.95,13.95,13.95,13.80,1,485,6765.00,
519421,KSE LIMITED ,XT,Q,1224.00,1279.95,1220.05,1260.00,1260.00,1249.10,38,847,1057432.00,
519457,VIRAT CRANE ,X ,Q,27.05,28.60,27.05,27.40,27.40,28.50,5,166,4569.00,
519463,IB INFOTECH ,XT,Q,15.90,15.90,15.60,15.70,15.60,15.85,40,4010,63336.00,
519475,CHORDIA FOOD,X ,Q,146.00,146.00,144.00,144.00,144.00,146.00,4,600,87400.00,
519483,TAI INDUST. ,XT,Q,12.50,12.50,11.40,11.40,11.40,11.99,4,120,1390.00,
519491,OCEAN AGRO  ,X ,Q,24.60,25.00,21.55,22.10,23.00,23.65,10,5007,121160.00,
519494,N K INDUST. ,B ,Q,38.30,41.00,38.25,38.25,38.25,42.45,30,2103,80686.00,
519532,ASIAN TEA   ,X ,Q,10.50,10.50,10.50,10.50,10.50,10.50,1,20,210.00,
519552,HERITGFOOD  ,A ,Q,412.00,417.40,400.20,408.65,403.00,412.90,135,1142,467375.00,
519560,NEHA INTER. ,X ,Q,1.71,1.88,1.71,1.77,1.75,1.80,49,33873,59548.00,
519566,SIMRAN FARMS,X ,Q,61.00,61.00,59.00,60.25,59.70,61.60,28,630,37760.00,
519588,DFM FOODS   ,B ,Q,265.00,270.00,249.85,254.35,270.00,266.95,21,183,46838.00,
519600,CCL PRODUCTS,A ,Q,257.65,260.20,254.00,256.05,255.25,256.80,295,9248,2381929.00,
519602,KELLTONTEC  ,B ,Q,29.75,31.35,28.65,29.20,29.20,28.55,246,56085,1675230.00,
519604,SURYO FOODS ,XT,Q,14.25,14.25,14.25,14.25,14.25,14.25,1,1,14.00,
519612,MAHAAN FOODS,X ,Q,16.10,16.10,16.10,16.10,16.10,16.90,1,100,1610.00,
520008,RICO AUTO   ,B ,Q,65.70,66.05,65.00,65.35,66.00,65.70,134,10480,684806.00,
520021,OMAX AUTOS. ,B ,Q,57.05,64.00,57.05,60.05,60.05,59.40,38,3438,210244.00,
520043,MUNJAL SHOWA,B ,Q,152.05,154.25,148.65,151.85,151.15,153.25,70,6273,949397.00,
520051,JAMNA AUTO  ,A ,Q,55.05,55.05,53.00,53.55,53.55,55.05,524,71216,3822053.00,
520056,SUNDAR.CLAY ,A ,Q,2480.00,2480.00,2460.00,2470.10,2461.00,2499.95,5,6,14820.00,
520057,JTEKTINDIA  ,B ,Q,103.50,107.00,101.00,103.90,107.00,104.00,95,8854,908706.00,
520059,MUNAUTO     ,B ,Q,47.45,47.45,45.50,45.50,45.50,46.35,120,6992,321283.00,
520066,JAYBH.MARUTI,B ,Q,219.15,219.15,214.00,214.90,214.00,220.95,124,1981,427682.00,
520073,RACLGEAR    ,X ,Q,82.80,82.80,77.00,77.20,78.50,80.30,42,5103,400755.00,
520075,SAMKRG PIST.,X ,Q,142.00,143.80,139.25,140.00,140.00,140.85,38,2250,317328.00,
520086,SICAL LOG   ,B ,Q,116.35,117.25,113.50,115.35,115.30,116.35,78,1137,132808.00,
520111,RATNAMNI MET,B ,Q,980.00,987.30,941.70,978.55,982.00,975.15,109,2023,1973491.00,
520119,AUTOMOTIVE S,B ,Q,49.70,49.70,48.20,48.30,49.15,51.30,6,233,11260.00,
520123,ABC INDIA   ,X ,Q,53.25,56.95,51.05,56.95,56.95,54.15,5,245,12781.00,
520127,BALURGHAT TE,X ,Q,5.67,5.67,5.13,5.14,5.14,5.40,6,129,670.00,
520141,SIBAR AUTO  ,XT,Q,18.50,20.25,18.50,20.25,20.25,19.30,11,1501,30393.00,
520155,STARLOG     ,X ,Q,19.50,19.50,19.50,19.50,19.50,18.90,1,1,19.00,
521005,INDOVATION  ,XT,Q,6.80,6.80,6.80,6.80,6.80,6.55,1,75,510.00,
521016,INDO COUNT  ,B ,Q,36.70,36.70,35.70,36.00,35.70,36.25,62,5470,197736.00,
521018,MARAL OVERS ,B ,Q,23.00,23.70,23.00,23.35,23.70,23.30,8,354,8263.00,
521062,OCTAVE      ,X ,Q,1.72,1.73,1.72,1.73,1.73,1.65,9,49350,85368.00,
521064,TRIDENT     ,A ,Q,66.80,66.80,65.50,66.00,66.00,66.20,253,26994,1785495.00,
521070,ALOK INDS.  ,T ,Q,3.79,3.88,3.70,3.87,3.87,3.83,193,1024467,3902809.00,
521097,AMARJOTHI SP,X ,Q,83.20,85.00,83.20,85.00,85.00,84.00,32,4639,392835.00,
521105,OLYMPIA IND.,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,2,70,1120.00,
521109,NAGREEKA EXP,B ,Q,20.80,20.80,19.70,19.70,19.70,20.00,2,1600,32400.00,
521113,SUDITI IND. ,X ,Q,22.85,27.00,22.85,24.75,26.75,25.10,30,2293,57018.00,
521127,KHATOR FIBRE,XT,Q,8.66,8.66,8.66,8.66,8.66,8.25,1,400,3464.00,
521141,ADITYA SPIN.,XT,Q,3.80,3.80,3.80,3.80,3.80,3.80,1,40,152.00,
521149,PRIME URBAN ,X ,Q,7.01,7.01,7.00,7.00,7.00,7.19,3,4000,28001.00,
521163,ZODIAC CLOTH,T ,Q,233.00,245.00,233.00,244.55,245.00,238.85,11,1075,253643.00,
521176,GANGOTRI TEX,Z ,Q,1.11,1.11,1.11,1.11,1.11,1.08,4,11025,12237.00,
521178,SRI RAMK.MIL,XT,Q,14.52,14.52,14.52,14.52,14.52,15.28,2,100,1452.00,
521180,SUPER SPIN. ,B ,Q,5.65,5.71,5.25,5.49,5.50,5.63,50,458,2447.00,
521200,SURYLAK.COTT,B ,Q,26.15,26.95,25.55,26.95,26.95,27.15,11,465,12138.00,
521206,SAMTEX FASH.,XT,Q,1.10,1.10,1.05,1.05,1.05,1.10,17,6863,7211.00,
521220,DAMOINDUS   ,B ,Q,39.00,39.00,34.50,35.05,35.05,35.95,16,1382,48635.00,
521240,SAMBANDAM SP,X ,Q,86.00,86.00,86.00,86.00,86.00,85.00,1,2,172.00,
521248,KITEX GARMEN,B ,Q,114.00,114.00,98.00,101.55,101.50,106.35,330,11010,1113912.00,
522001,CRANEX LTD. ,X ,Q,10.95,11.85,10.95,11.85,11.85,11.40,10,1950,21915.00,
522004,BATLIBOI LTD,X ,Q,14.00,14.20,13.85,14.00,14.00,14.20,18,3159,44269.00,
522005,AUSTIN ENGG.,X ,Q,51.10,51.15,51.10,51.15,51.15,51.35,2,200,10225.00,
522014,UNITED DRILL,X ,Q,104.00,104.00,100.00,102.80,102.80,99.00,7,84,8484.00,
522017,FLUIDOMAT   ,X ,Q,105.00,106.00,102.00,102.00,102.00,102.85,12,325,33416.00,
522029,WINDSOR MACH,B ,Q,32.40,32.40,32.40,32.40,32.40,36.00,16,7160,231984.00,
522034,SHANTHI GEAR,B ,Q,124.00,124.00,115.75,117.60,117.60,116.05,10,363,42188.00,
522064,HONDA SIEL  ,B ,Q,983.45,989.40,972.05,983.85,984.00,994.00,22,53,51830.00,
522073,HITECHGEAR  ,B ,Q,269.90,269.90,269.90,269.90,269.90,269.90,1,10,2699.00,
522074,ELGI EQUIP  ,A ,Q,263.00,263.35,259.95,261.30,261.10,264.40,66,1566,409748.00,
522091,UV DER HORST,X ,Q,14.21,14.21,14.21,14.21,14.21,14.80,1,50,710.00,
522101,KILBURN ENGG,X ,Q,38.75,40.00,37.10,38.80,37.25,39.60,12,515,19833.00,
522105,BIRLA PRETEC,X ,Q,12.50,12.50,11.20,11.48,11.65,12.18,337,85050,992907.00,
522108,YUKEN INDIA ,X ,Q,721.00,736.40,695.00,699.40,709.50,718.80,397,4398,3108402.00,
522113,TIMKEN (I)  ,B ,Q,673.95,684.45,660.80,676.25,675.90,673.95,131,657,442300.00,
522122,VOITH PAPER ,X ,Q,810.00,830.00,810.00,817.25,820.00,809.75,51,2765,2284674.00,
522134,ARTSON ENG  ,X ,Q,44.25,45.40,39.00,41.05,41.50,44.50,128,18163,754553.00,
522152,SOLITAIR MC ,X ,Q,38.20,38.20,32.30,32.30,32.30,33.55,16,951,31672.00,
522163,DIAMONPOWER ,Z ,Q,1.01,1.03,1.01,1.01,1.01,1.05,3,500,507.00,
522165,INDSIL HYD  ,X ,Q,46.15,48.50,43.30,44.00,43.50,47.80,90,12770,578665.00,
522183,ITL INDUSTRS,X ,Q,152.00,154.95,149.00,152.00,152.00,151.00,14,1488,223140.00,
522195,FRONTIER SPR,X ,Q,218.05,221.90,212.35,218.00,218.00,218.05,57,2047,440259.00,
522205,PRAJ IND.LTD,B ,Q,139.60,140.00,135.50,138.20,138.20,139.75,1132,118595,16342269.00,
522207,RASANDIK ENG,X ,Q,98.95,98.95,98.95,98.95,98.95,90.60,1,3,296.00,
522209,YOGI SUNGWON,XT,Q,1.72,1.72,1.72,1.72,1.72,1.64,3,300,516.00,
522215,SWISS GLASS ,X ,Q,177.00,179.90,171.30,176.95,176.95,177.60,45,1497,260592.00,
522217,GUJ APOIND  ,B ,Q,135.00,136.50,135.00,136.50,136.50,133.05,2,10,1357.00,
522229,TANEJA AERO.,X ,Q,27.50,27.75,26.50,27.65,26.50,27.45,42,16007,441640.00,
522231,CONART ENG. ,X ,Q,26.10,28.30,26.10,28.30,28.30,27.00,14,134,3537.00,
522237,SHIVAGRICO  ,XT,Q,5.60,5.60,5.60,5.60,5.60,5.88,1,50,280.00,
522241,M.M.FORGINGS,B ,Q,538.50,538.50,538.50,538.50,538.50,531.30,1,50,26925.00,
522249,MAYUR UNIQ. ,B ,Q,305.40,305.45,290.00,290.50,290.00,294.20,64,1360,398155.00,
522251,CENLUB INDUS,X ,Q,73.50,74.95,71.75,73.50,74.95,75.35,36,3561,260246.00,
522257,RAJOO ENGIN.,X ,Q,21.45,21.50,20.00,20.20,20.20,21.05,315,127587,2598770.00,
522261,DOLPHIN OFF.,B ,Q,36.50,38.00,36.50,37.60,37.80,38.35,35,2520,94441.00,
522263,JMC PROJECTS,B ,Q,140.00,140.00,132.60,134.60,134.50,137.90,136,5661,769051.00,
522275,GET&D       ,A ,Q,247.20,247.20,239.10,241.60,241.60,247.60,140,1851,446910.00,
522281,RAM RAT.WIRE,X ,Q,91.05,92.95,91.05,92.55,92.50,94.30,14,697,64480.00,
522285,JAY NECO IND,T ,Q,4.19,4.29,4.00,4.05,4.05,4.20,27,3985,16059.00,
522287,KALPA.POWER ,A ,Q,509.90,509.90,486.00,491.30,490.00,508.55,205,1744,868599.00,
522294,T & I GLOBAL,X ,Q,71.65,71.65,71.00,71.05,71.05,75.05,8,1920,136391.00,
522295,CONTROL PRNT,B ,Q,264.00,264.00,254.00,254.00,254.00,263.05,20,36,9183.00,
522650,BEMCO HYDRAU,X ,Q,131.00,131.00,131.00,131.00,131.00,125.10,1,1,131.00,
523007,ANSAL BUILD.,X ,Q,34.15,38.95,34.15,36.85,36.85,37.15,18,1016,36070.00,
523011,WEIZMANN LTD,B ,Q,32.65,32.65,32.65,32.65,32.65,33.75,2,448,14627.00,
523019,B.N.RATHI SE,X ,Q,19.15,19.50,19.15,19.40,19.20,19.15,5,122,2342.00,
523021,RISHITECH   ,X ,Q,33.80,33.80,31.85,32.95,32.95,32.00,9,475,15274.00,
523023,SINCLAIR HOT,X ,Q,326.50,327.85,323.25,324.05,325.00,326.95,29,921,299003.00,
523025,SAFARI IND. ,B ,Q,650.00,657.90,635.00,637.10,637.10,649.95,280,5556,3587891.00,
523062,JJ FINANCE  ,XT,Q,16.10,16.10,16.10,16.10,16.10,16.10,1,169,2720.00,
523116,SANCO TRANS ,X ,Q,199.65,199.65,185.00,185.00,185.00,190.15,5,20,3730.00,
523120,ADOR MULTI. ,XT,Q,41.35,41.35,41.35,41.35,41.35,43.50,1,10,413.00,
523144,MEDI CAPS   ,X ,Q,17.50,17.80,16.75,17.80,17.80,17.10,10,1255,21238.00,
523160,MORGAN CRU  ,X ,Q,1272.70,1339.00,1272.70,1296.20,1290.00,1334.95,31,333,431603.00,
523204,ABAN OFFSHO ,T ,Q,43.50,43.90,42.00,42.95,42.95,43.55,189,12352,524452.00,
523207,KOKUYOCMLN  ,B ,Q,81.10,81.15,80.60,80.80,80.60,82.40,18,904,73085.00,
523209,NICCO UCO AL,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,60,11.00,
523218,KILBURN OFFI,XT,Q,3.75,3.75,3.75,3.75,3.75,3.94,2,2,7.00,
523229,BHARAT SEATS,X ,Q,72.00,72.00,70.15,70.45,70.75,72.00,89,8086,572011.00,
523232,CONT.PETRO  ,XT,Q,28.50,28.50,27.15,27.15,27.15,27.15,5,388,11006.00,
523248,MACHINO PLAS,X ,Q,109.80,109.80,106.00,109.05,109.70,110.00,5,252,27249.00,
523260,PEARL POLYME,T ,Q,14.64,14.64,14.01,14.01,14.01,14.00,8,4896,69757.00,
523261,VENKEY'S (I),A ,Q,1900.00,1909.75,1863.95,1881.30,1881.30,1911.50,936,7128,13439393.00,
523269,ADVANI HOTEL,B ,Q,62.00,62.00,61.00,61.20,61.20,62.35,6,281,17301.00,
523277,G.V.FILMS   ,X ,Q,0.48,0.48,0.44,0.46,0.46,0.47,26,65398,29524.00,
523283,SUPER HOUSE ,B ,Q,104.60,106.00,102.05,103.45,104.60,104.90,36,1291,134267.00,
523301,TCPL PACK   ,B ,Q,374.00,374.00,355.00,365.50,367.00,360.00,4,15,5542.00,
523319,BALMER LAWRI,B ,Q,188.05,190.90,187.30,189.10,189.10,189.25,154,4987,941007.00,
523323,KOVAI MEDI. ,X ,Q,748.75,760.00,732.00,755.00,758.95,740.00,27,3110,2333871.00,
523329,ELDECO HOUS.,X ,Q,1890.00,1890.00,1740.00,1829.80,1838.00,1775.35,19,86,153268.00,
523367,DCMSHRIRAM  ,A ,Q,555.10,560.00,531.00,533.80,533.80,561.95,599,10304,5602894.00,
523369,DCM SHR.IND ,X ,Q,182.00,188.50,181.05,188.20,185.40,185.45,31,1231,228545.00,
523371,MAWANA SUGAR,B ,Q,46.70,46.70,45.20,46.25,46.25,45.75,101,17585,808087.00,
523384,MAH.RAS.APEX,T ,Q,100.70,100.75,95.75,95.75,95.75,100.75,12,475,47058.00,
523385,NILKAMAL L  ,A ,Q,1199.00,1213.00,1193.80,1207.20,1211.00,1216.90,108,675,810400.00,
523391,NAHAR POLY  ,B ,Q,35.15,36.05,35.15,36.00,36.00,36.10,6,607,21863.00,
523395,3M INDIA LTD,A ,Q,22435.70,22655.00,22361.05,22412.20,22395.00,22441.75,43,47,1057337.00,
523398,JCHAC       ,B ,Q,1752.00,1782.05,1752.00,1782.05,1782.05,1795.60,8,21,37161.00,
523405,JM FINANCIAL,A ,Q,88.05,89.55,87.70,89.15,89.30,89.40,1074,24974,2222830.00,
523411,ADCINDIA    ,X ,Q,211.10,213.70,203.00,207.15,204.05,214.00,31,606,125456.00,
523419,TAMIL.TELE. ,T ,Q,1.17,1.17,1.17,1.17,1.17,1.22,1,200,234.00,
523445,REL INDL INF,B ,Q,311.40,312.75,303.55,308.65,308.65,311.60,373,10203,3137705.00,
523457,LINDEINDIA  ,A ,Q,544.00,544.00,536.00,540.10,542.00,544.10,161,2939,1587260.00,
523465,IND.BANK HSG,B ,Q,34.00,34.00,31.80,32.00,32.00,33.00,24,2210,71362.00,
523467,JAIMATA GLAS,Z ,Q,0.26,0.26,0.25,0.25,0.25,0.26,14,3940,985.00,
523475,LOTUS CHOC  ,X ,Q,17.00,17.90,16.00,17.50,17.90,17.15,16,732,12130.00,
523483,PACIFIC IND.,X ,Q,120.80,120.90,120.80,120.90,120.90,115.15,3,150,18134.00,
523489,CMM HOSPITAL,X ,Q,7.77,7.77,7.77,7.77,7.77,8.17,3,3234,25128.00,
523523,RAINBOW PAP.,Z ,Q,0.71,0.71,0.71,0.71,0.71,0.74,1,1000,710.00,
523537,APM INDUS.  ,X ,Q,42.65,43.80,42.20,42.65,43.20,43.85,19,2542,108559.00,
523539,PRECISION WR,B ,Q,193.65,196.00,193.65,195.00,195.00,196.50,5,305,59286.00,
523550,KRYPTON IND ,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,3,1800,28800.00,
523558,NETWORK LTD.,XT,Q,1.93,1.93,1.93,1.93,1.93,1.84,1,5,9.00,
523566,MARTIN BURN ,XT,Q,31.80,31.80,31.80,31.80,31.80,33.40,1,134,4261.00,
523574,FEL         ,B ,Q,34.00,34.50,33.25,33.90,33.75,34.60,690,106840,3640085.00,
523586,IND.TONERS  ,X ,Q,126.00,130.00,126.00,128.00,128.00,127.75,25,881,113355.00,
523594,KUNSTSTOFFE ,XT,Q,24.90,24.90,24.90,24.90,24.90,26.20,1,1,24.00,
523598,SHIPP.CORPN ,A ,Q,31.20,32.25,30.65,31.00,31.00,30.95,381,110222,3419771.00,
